SubjectID,Task,PeakAngle_Thumb_20_17_18_,PeakAngle_Thumb_17_18_19_,PeakAngle_Index_20_1_5_,PeakAngle_Index_1_5_6_,PeakAngle_Index_5_6_7_,PeakAngle_Middle_20_2_8_,PeakAngle_Middle_2_8_9_,PeakAngle_Middle_8_9_10_,PeakAngle_Ring_20_3_11_,PeakAngle_Ring_3_11_12_,PeakAngle_Ring_11_12_13_,PeakAngle_Little_20_4_14_,PeakAngle_Little_4_14_15_,PeakAngle_Little_14_15_16_,AvgRectEMG_APL,AvgRectEMG_FCR,AvgRectEMG_FDS,AvgRectEMG_FDP,AvgRectEMG_ED,AvgRectEMG_EI,AvgRectEMG_ECU,AvgRectEMG_ECR
9,2,135.533103675431,175.337478320606,166.234997719661,174.307632808657,175.822215445954,175.343045265263,175.653863747882,170.804608067773,173.417957361349,159.207821005705,167.421750517627,160.268624892081,152.938414173143,172.536879631937,0.505217067073795,0.505977614325177,0.497414379263368,0.493825685212597,0.565493173789349,0.524518404498415,0.496742857842272,0.476831741583104
9,3,135.595740776159,178.942012664677,166.082357296362,174.938583276092,175.482237954171,179.84686415994,177.352531398608,167.077376200391,177.529354142947,172.583103079292,169.707159786408,160.249834167802,173.441398043005,169.473012699372,0.517183428038064,0.507558348392135,0.509162915624335,0.503657756016978,0.591947191676374,0.52321451079537,0.491685171471322,0.479731199685345
9,4,136.456971666327,179.262833572644,166.01615503171,174.496110424893,175.338305603675,179.465821328613,179.034551498129,171.628798714063,175.313601873912,176.377261452996,170.388001091446,168.83432773358,172.538256428497,177.376548993759,0.520458760007104,0.511306804990102,0.514557908532229,0.509555207965726,0.57337571532605,0.516084517989772,0.493870310512936,0.482486560076872
9,5,135.070957090721,176.731690382839,165.148522065879,175.471999432726,175.111768372787,176.949484079645,177.954909525065,170.902077803536,163.906478749753,169.330342288762,165.304295995165,165.055534721674,177.829409354596,179.539839632576,0.528942241251003,0.536294973289036,0.530206540707621,0.53971158295276,0.577065152233178,0.513055964017267,0.505558979344588,0.493959111362625
9,6,144.016553193711,176.72943465195,165.564893357061,173.18763782817,174.747281263432,177.041883841566,179.657638941879,174.138967029307,169.174635948254,168.334692550232,165.460874614331,172.316253371901,170.141951209666,170.921411605661,0.510043232064617,0.502954013465029,0.500383013061179,0.500862581606679,0.522148221456393,0.496556619355887,0.504636579789111,0.488454052081411
9,7,147.227101628665,178.423755770836,166.192209726048,173.977558327148,175.785096207527,176.63904835127,179.871302671606,173.98947869362,177.050213594049,168.985773113978,167.08917052996,167.17317083816,170.86815896922,173.89316591066,0.521410071694358,0.513808326431496,0.515104652662047,0.516514468317294,0.521990812456584,0.496600777171733,0.505324612090315,0.486082037212862
10,1,142.798409253287,169.750870329105,164.657077775635,164.693816844454,171.928815659902,164.301227766675,149.148048303812,175.423230514004,167.43034682253,142.473111789941,165.630110786287,166.839703222614,163.140047004274,176.725712601366,0.60941184613897,0.528694970724324,0.381535718489708,0.409805666487425,0.482503631596132,0.542463317984594,0.485219307459873,0.386014685218727
10,2,129.470817261404,154.270699327784,169.324088649714,168.997049174819,172.389611342265,167.536672862519,144.004578908865,172.145444310701,170.571661707646,139.152009563284,165.275023251885,164.832359722852,153.599011875147,171.816774328812,0.604244349429541,0.524465278339017,0.379859726449378,0.423896059206025,0.482027482464567,0.523183183999174,0.490879855668868,0.373747722119638
10,3,131.237961912685,153.867954796509,168.789064706709,173.04602067648,172.640684426443,174.018443235647,150.607088680678,175.242713800673,171.93784260626,138.787374364,165.40794806362,176.62583250011,162.247326950611,177.33189973318,0.605390529241556,0.526983525380242,0.383307326981994,0.41723395737251,0.488604943046221,0.527799529556484,0.498068475827365,0.36985494490492
10,4,127.405663364848,154.326362040165,165.214001627421,165.949399492735,171.695638635569,165.941600524418,158.833792464624,179.091478939329,165.042289784497,145.234609545294,166.576900333025,168.142866461544,160.599251527779,176.684193742909,0.604659232372019,0.520406142285403,0.38029715924637,0.410178280742467,0.477662556103927,0.521968803789591,0.479724151081147,0.37436389283292
