APL,FCR,FDS,FDP,ED,EI,ECU,ECR
0.0116040898411803,0.0056079574088838,0.0366746814335429,-0.0152002004779972,0.0368271470417261,0.110552281544336,0.0286209926015724,0.0251385458330659
0.0163623070522214,0.00752519931216166,0.0375601685559983,-0.00669010873319185,0.0397546206064723,0.129560642657516,0.0315185125914448,0.0260431065474078
0.0215739871049886,0.00951442598779463,0.0385374989368643,0.00150235367118393,0.0425388002120393,0.147578277295946,0.0347399373730206,0.0268658520160572
0.0272261724108495,0.011565672262076,0.0396128293183203,0.00931723672621575,0.0451603967762344,0.164474674475887,0.0382796743157517,0.0275987160845505
0.0333001032859789,0.0136680677432997,0.0407919693483285,0.0166999695820458,0.0476026672479273,0.180136119140309,0.042127983396331,0.0282348093525942
0.0397711369886518,0.0158099271285753,0.0420801850097202,0.0236022199246524,0.0498516790351166,0.194467468093256,0.0462708591981099,0.0287685379557139
0.046608755425043,0.0179788504811183,0.0434819720576056,0.0299825812052948,0.0518964856777603,0.207393365493365,0.0506899705509775,0.0291956863121091
0.0537766679217278,0.0201618338387709,0.0450008045869744,0.0358070781528692,0.0537292096251538,0.218858880718388,0.0553626600887604,0.0295134620130975
0.0612330142722049,0.0223453908951647,0.0466388684612384,0.0410494921130658,0.0553450353576836,0.228829593550347,0.0602620054520792,0.0297205042894605
0.0689306719315081,0.0245156862181451,0.0483967926850941,0.0456915139528852,0.0567421217439582,0.237291178774311,0.0653569439589975,0.0298168599360796
0.0768176697764608,0.0266586798997543,0.0502733931887185,0.0497227342380613,0.0579214454501553,0.244248550915633,0.0706124629866134,0.0298039317288007
0.0848377092061269,0.0287602831726798,0.0522654428911194,0.0531404818065495,0.0588865872584162,0.249724627885157,0.0759898584574388,0.0296844041557702
0.092930791362473,0.0308065243618082,0.0543674799239552,0.0559495246849317,0.0596434713779031,0.253758773142207,0.0814470629739708,0.0294621502139356
0.10103394664497,0.0327837242296085,0.0565716635193705,0.0581616504766525,0.0602000662569111,0.256404982822934,0.086939042847297,0.0291421220301814
0.109082059164852,0.0346786789935302,0.0588676849397706,0.0597951455574269,0.0605660550392639,0.257729892367637,0.0924182602294081,0.0287302276599145
0.117008774339125,0.0364788480678346,0.0612427390132876,0.0608741931552849,0.0607524844514502,0.25781068173189,0.0978351943274675,0.0282331965303572
0.12474747333478,0.0381725424992265,0.0636815602221971,0.0614282099357958,0.0607714021146541,0.2567329565396,0.103138914899178,0.0276584364347916
0.132232294658469,0.0397491096227232,0.0661665256866126,0.0614911396396315,0.0606354936101469,0.254588674113179,0.108277701583667,0.0270138855336922
0.139399181387469,0.0411991096552326,0.0686778255418885,0.0611007210631234,0.0603577316511952,0.251474170807655,0.11319970339642,0.0263078632619739
0.146186932391452,0.0425144804756175,0.0711936989469152,0.0602977462409146,0.0599510500258314,0.247488334570338,0.117853632971324,0.0255489241933034
0.152538236936888,0.0436886872467901,0.0736907313563216,0.0591253227116087,0.0594280542875945,0.242730955087858,0.122189488839404,0.0247457186461843
0.158400673196362,0.0447168532568689,0.0761442061279852,0.0576281511004703,0.0588007793996549,0.237301271656894,0.126159295501283,0.0239068630722242
0.163727650695713,0.045595867155776,0.0785285015636713,0.0558518268877332,0.058080501814247,0.23129672622246,0.129717846287133,0.0230408221219136
0.168479273109821,0.0463244605637059,0.0808175234754073,0.0538421741754267,0.0572776102118972,0.224811918964303,0.132823430738136,0.0221558031309091
0.172623092706316,0.0469032501941427,0.0829851631830705,0.0516446194090014,0.0564015359175114,0.217937758021698,0.135438528029303,0.0212596630706772
0.176134726189857,0.047334740446949,0.0850057706056395,0.0493036135660852,0.0554607410855428,0.210760791779007,0.137530450464948,0.0203598278832915
0.178998306364831,0.0476232852308325,0.0868546305913008,0.0468621114282972,0.0544627600001682,0.203362708210359,0.139071924998523,0.0194632244401698
0.181206753566492,0.0477750104634271,0.0885084280787243,0.0443611155997966,0.0534142862339981,0.195819978696248,0.140041604020292,0.018576225863877
0.182761861612955,0.0477977000661393,0.0899456866934619,0.0418392908922749,0.0523212961913904,0.188203616714021,0.140424496974962,0.0177046112892151
0.183674200455486,0.0477006478091026,0.0911471675746215,0.0393326522427418,0.0511891982377356,0.18057902110063,0.140212311071764,0.0168535410075975
0.183962838260794,0.0474944764425295,0.0920962196989283,0.0368743270664058,0.0500229966955055,0.173005880144136,0.139403686388613,0.0160275473294395
0.183654882153939,0.0471909261053861,0.0927790776604098,0.0344943907442589,0.0488274615688847,0.165538122748615,0.138004312643591,0.0152305408842797
0.182784837738737,0.0468026161447954,0.0931851055664201,0.0322197716235883,0.047607297357099,0.15822391106282,0.136026921685828,0.0144658318079248
0.181393795942507,0.0463427871639395,0.0933069850829259,0.0300742196315676,0.0463673066015529,0.15110567098778,0.133491158068999,0.0137361651730926
0.17952846819503,0.0458250322152479,0.0931408431176907,0.0280783307143473,0.0451125447147893,0.144220153499663,0.130423335810911,0.01304376979282
0.177240102152845,0.0452630267431171,0.0926863137573009,0.0262496182936332,0.0438484618281808,0.137598517639442,0.126856089802081,0.0123904190180336
0.174583315488765,0.0446702659354466,0.0919465312803374,0.0246026230303609,0.0425810263082478,0.131266429617788,0.122827927457437,0.0117775015546037
0.171614883165728,0.0440598164616888,0.0909280552506069,0.0231490531758348,0.0413168250100204,0.125244179660922,0.118382686043523,0.0112060999217796
0.168392508910169,0.0434440884687795,0.0896407330724986,0.0218979490902813,0.0400631374370057,0.119546825142525,0.113568905318366,0.0106770739227227
0.164973610637498,0.0428346333206809,0.0880975081671615,0.0208558664284808,0.0388279839746961,0.114184372216252,0.108439130766994,0.0101911461804899
0.161414152319368,0.0422419721971194,0.086314181766063,0.0200270725580794,0.0376201512839477,0.109162007242889,0.103049166281882,0.00974898638897888
0.157767557426695,0.0416754596231367,0.0843091337914225,0.0194137501809228,0.0364491999000602,0.104480384769105,0.0974572945451937,0.00935129076312461
0.154083738272629,0.0411431841593719,0.0821030065557461,0.0190162017451979,0.0353254595306004,0.100135973676723,0.091723479893126,0.00899885346186018
0.150408270303274,0.0406519064091102,0.0797183560787024,0.018833048560288,0.0342600165429595,0.0961214592717844,0.085908565884218,0.0086926273643358
0.146781732936019,0.0402070324925557,0.0771792788020698,0.0188614194180646,0.0332646965528931,0.0924261962605711,0.080073479475661,0.00843377218554562
0.143239231474528,0.0398126192251366,0.0745110244379008,0.0190971247495898,0.0323520436454333,0.0890367053305488,0.0742784541965839,0.00822368820088475
0.139810107537104,0.039471406055111,0.0717396067856064,0.0195348137271242,0.0315352964659438,0.0859372044688606,0.0685822843999784,0.00806403383048556
0.136517837902199,0.0391848688264951,0.0688914228553034,0.0201681130744076,0.0308283598872215,0.0831101654181141,0.0630416207022682,0.00795672554021624
0.133380115220604,0.0389532912572524,0.0659928881002173,0.020989747416947,0.0302457691859476,0.0805368857452696,0.0577103135603942,0.00790391927214093
0.130409099406415,0.0387758507856204,0.0630700942550787,0.0219916414696749,0.029802641971312,0.0781980673526406,0.0526388094838305,0.00790797369464739
0.127611824631867,0.0386507152736694,0.0601484962089435,0.0231650041028901,0.0295146119715085,0.0760743919309794,0.0478736036509855,0.00797139651385321
0.124990742195299,0.0385751460386725,0.0572526341319783,0.0245003939392573,0.0293977385980185,0.0741470819615445,0.0434567529537826,0.008096775549534
0.122544373697603,0.0385456022114377,0.0544058956242307,0.0259877664336111,0.0294683871201328,0.0723984329150395,0.0394254533997359,0.00828669633726349
0.120268044077795,0.0385578423916663,0.0516303201667366,0.0276165034811874,0.0297430760912475,0.0708123005579417,0.0358116846036454,0.00854364821766387
0.118154662583102,0.038607021551755,0.0489464459423924,0.029375428103469,0.0302382908251922,0.0693745282425684,0.0326419227037257,0.00886992143847995
0.11619552185191,0.0386877832447444,0.0463731974186819,0.0312528081839605,0.0309702634365563,0.068073302390654,0.0299369227125215,0.00926749846662485
0.114381089367131,0.0387943485960548,0.0439278101896222,0.0332363540964638,0.0319547205147205,0.0668994288307879,0.0277115717044999,0.00973794315521047
0.112701768967757,0.0389206037921364,0.0416257877770087,0.0353132150157224,0.0332065991077908,0.0658465264640784,0.025974814261122,0.0102822914509663
0.111148610313382,0.039060186772545,0.0394808845515296,0.0374699778122668,0.0347397318592742,0.0649111361738061,0.0247296507214627,0.0109009470397262
0.109713941822274,0.0392065723287106,0.0375051095558204,0.0396926715875533,0.0365665038219599,0.0640927420562285,0.0239732074126319,0.0115935849765193
0.108391902644045,0.0393531538962283,0.0357087465627402,0.0419667808230519,0.0386974862524828,0.0633937020750616,0.0236968766611047,0.0123590660373001
0.107178854476307,0.0394933203656601,0.0341003852413238,0.0442772706390023,0.0411410555905453,0.0628190883805297,0.0238865232171022,0.0131953642079846
0.106073662487426,0.0396205270267701,0.0326869576453237,0.0466086281682781,0.0439030078109653,0.0623764427889681,0.0245227529896998,0.0140995093922572
0.105077842290509,0.0397283609215722,0.0314737750205175,0.0489449238383686,0.0469861786814472,0.0620754580498625,0.025581239467335,0.0150675471465208
0.10419557319751,0.0398106019236375,0.0304645622054448,0.0512698950868019,0.0503900795566318,0.0619275985064159,0.0270331024879068,0.0160945171038189
0.10343357736587,0.0398612812431738,0.02966148952346,0.053567053444397,0.0541105577789941,0.0619456737289516,0.0288453334940755,0.0171744517011674
0.102800865792351,0.0398747383826106,0.0290652037843466,0.0558198149955316,0.0581394913292676,0.0621433772286593,0.0309812616517835,0.0183003967358271
0.102308358442857,0.0398456761776419,0.0286748602063464,0.0580116538045344,0.0624645285203976,0.0625348020241314,0.033401055959995,0.0194644549533579
0.101968394275381,0.0397692126530128,0.0284881565060821,0.0601262770787726,0.0670688843380383,0.0631339460079112,0.036062258935479,0.0206578532204582
0.101794153105245,0.0396409286506435,0.0285013704302055,0.0621478190414888,0.0719312047145438,0.0639542215261039,0.0389203470263674,0.0218710330389592
0.101799012475417,0.0394569112146634,0.02870940269504,0.0640610485106985,0.0770255081968016,0.0650079840669945,0.0419293120218726,0.0230937634476262
0.101995860765613,0.0392137937951619,0.0291058279251541,0.0658515842941946,0.0823212115406348,0.0663060937025407,0.0450422573640719,0.0243152747166539
0.1023963874077,0.0389087946306624,0.0296829561855014,0.0675061126465818,0.0877832428541217,0.0678575203365207,0.0482120034522988,0.0255244105556235
0.103010373431556,0.0385397538169602,0.0304319069747035,0.0690126010903148,0.0933722436855506,0.0696690011571499,0.0513916959486564,0.0267097958121927
0.103845008604706,0.0381051684367865,0.0313426963633845,0.0703605017335437,0.0990448599359863,0.0717447562052692,0.0545354100681397,0.0278600159446078
0.10490426309704,0.0376042249063448,0.0324043367710644,0.0715409352230487,0.104754120539299,0.0740862651016348,0.0575987424660257,0.028963804078954
0.106188340798586,0.0370368283674651,0.0336049480485064,0.0725468458965827,0.110449902214697,0.0766921053456086,0.0605393820033907,0.0300102313255206
0.107693238021803,0.0364036297557383,0.034931878176491,0.0733731206354755,0.116079477674277,0.0795578512146362,0.0633176515983248,0.0309888961563519
0.109410426095334,0.0357060513497529,0.036371831800606,0.0740166672820448,0.121588142555233,0.082676031684893,0.0658970145831353,0.0318901087189647
0.111326670595091,0.0349463107659642,0.0379110045497549,0.0744764511735767,0.126919912417439,0.0860361444996107,0.068244539147175,0.0327050655266232
0.113423994399273,0.0341274419632887,0.0395352202070288,0.0747534885743441,0.132018276677914,0.0896247209850468,0.0703313130252377,0.0334260090396558
0.115679786413143,0.0332533108944744,0.0412300666183528,0.0748507945919624,0.136826993871434,0.0934254342956679,0.0721327993007705,0.034046366194763
0.118067052757286,0.0323286233802518,0.0429810258353278,0.0747732840036624,0.141290912966484,0.097419244223663,0.0736291250836006,0.0345608607282462
0.120554802774197,0.0313589233353716,0.0447735949108087,0.0745276272422356,0.145356807698823,0.1015845740093,0.0748052977890665,0.0349655960051396
0.123108558786029,0.0303505802549118,0.0465933955728112,0.0741220685729984,0.148974213328974,0.105897516955599,0.0756513472487602,0.0352581073098037
0.125690976403335,0.0293107654651612,0.0484262728737672,0.0735662166469934,0.152096256017769,0.110332071078823,0.076162393999814,0.0354373843021615
0.128262561292933,0.0282474166425404,0.0502583840428567,0.0728708176148445,0.154680462616988,0.114860397696703,0.0763386435962638,0.0355038648526559
0.130782468207438,0.027169189334351,0.0520762786068474,0.0720475188859585,0.156689533274466,0.119453097144245,0.0761853050639582,0.0354594007670085
0.133209367893525,0.0260853933268872,0.0538669693852838,0.0711086301093399,0.158092054241603,0.124079494813154,0.0757124317885625,0.0353071952972336
0.135502366078679,0.0250059117154334,0.0556179922777413,0.0700668877364475,0.15886312709803,0.128707933432821,0.0749346859608752,0.035051712908364
0.137621955042399,0.0239411016238339,0.0573174522398541,0.0689352296050807,0.158984893786395,0.133306070909908,0.0738710317175856,0.0346985633655412
0.139530972801975,0.0229016771994075,0.0589540538865422,0.0677265856014992,0.158446943079937,0.137841184657694,0.0725443652712987,0.0342543641301988
0.141195540595414,0.0218985770854598,0.0605171173003009,0.0664536895325285,0.157246591039931,0.142280481419681,0.0709810909564317,0.0337265866074404
0.142585948366325,0.0209428194374806,0.0619965818741196,0.0651289161376886,0.155389032552463,0.146591407413563,0.0692106505097736,0.0331233924360558
0.143677460340551,0.0200453474294804,0.0633830021074472,0.063764145856009,0.152887360550217,0.150741951443462,0.0672650119682855,0.0324534655197281
0.144451017513423,0.0192168675663642,0.0646675384293957,0.0623706583006162,0.149762445860103,0.154700935397073,0.0651781260480459,0.0317258441797873
0.144893819539373,0.0184676828738666,0.0658419445717639,0.060959052984537,0.146042670470243,0.158438290789769,0.0629853605662779,0.0309497565264868
0.144999773479466,0.0178075234281576,0.0668985528772518,0.0595391931628696,0.141763513381897,0.161925323962045,0.0607229252582525,0.0301344613903852
0.144769799238122,0.0172453773930458,0.0678302603305128,0.0581201672162887,0.136966998328344,0.165134973268615,0.0584272988584469,0.0292890968352184
0.144211979820757,0.0167893263748758,0.0686305196956433,0.0567102624663798,0.131701021877128,0.168042057907812,0.0561346684690684,0.0284225382296257
0.143341540674161,0.0164463892170562,0.0692933405285411,0.0553169480934845,0.126018584779012,0.170623513366504,0.0538803902629765,0.0275432680035168
0.14218064230728,0.0162223782420844,0.0698133033037588,0.0539468658135941,0.119976947755776,0.172858607718684,0.0516984807759714,0.0266592594637866
0.140757977400626,0.0161217714861966,0.0701855873410976,0.0526058279961912,0.113636729119899,0.174729136684287,0.0496211482142582,0.0257778772131624
0.1391081759045,0.0161476038321451,0.0704060115395784,0.0512988222345618,0.107060960417756,0.176219600749828,0.0476783723423514,0.0249057965449116
0.137271034769733,0.0163013792688512,0.0704710867470179,0.0500300197150983,0.10031411779035,0.177317371437737,0.0458975394489629,0.0240489434662644
0.135290597840653,0.016583005805511,0.0703780791322293,0.0488027840497418,0.0934611489367833,0.178012853221994,0.0443031362838201,0.0232124558828816
0.133214113085072,0.0169907537976016,0.0701250838839701,0.047619678352659,0.0865665169314052,0.178299642226237,0.0429165044781683,0.0224006655131069
0.131090892116995,0.0175212377528411,0.0697111069751818,0.0464824705332298,0.0796932819132573,0.178174676669178,0.0417556549715875,0.021617099581949
0.128971097531512,0.0181694213171002,0.069136150605845,0.0453921388709846,0.0729022395364344,0.177638371488285,0.0408351403797732,0.0208645011141537
0.126904487848148,0.0189286450923271,0.0684012974474645,0.044348880878071,0.0662511313147733,0.176694731084811,0.0401659822110723,0.020144866472313
0.12493915476229,0.0197906770332064,0.067508790126837,0.0433521277573123,0.0597939379670129,0.17535143786468,0.0397556494928714,0.0194594985403157
0.123120290444059,0.0207457852349127,0.0664621038217406,0.0424005652244468,0.0535802639017355,0.173619917839194,0.0396080855298268,0.01880907363697
0.12148902284653,0.0217828328777298,0.0652660096217054,0.0414921606103473,0.0476548189483957,0.171515385522909,0.0397237796338581,0.0181937199441505
0.120081354389707,0.0228893949266281,0.0639266246538421,0.040624196440054,0.0420570015948858,0.169056866957426,0.0400998800649137,0.0176131050203554
0.118927234377461,0.0240518958994488,0.0624514444097272,0.0397933116029511,0.0368205858610435,0.166267193494995,0.0407303431852065,0.0170665298122737
