Task,Marker_Coordinate,Feature,Trial_1,Trial_2,Trial_3,Trial_4,Trial_5,CV_Value_Percent,SD_Value
Task_7,Marker_8_X,Position_Range,15.7829,16.0263,17.5321,19.9468,19.7231,11.0909,1.9744
Task_7,Marker_8_Y,Position_Range,16.3435,18.4976,24.3274,32.7804,26.5525,27.6817,6.5606
Task_7,Marker_8_Z,Position_Range,39.0248,42.8622,43.7174,51.0559,50.7123,11.5369,5.2463
Task_7,Marker_9_X,Position_Range,25.1339,26.4692,13.9776,18.5130,27.7983,26.3626,5.8995
Task_7,Marker_9_Y,Position_Range,47.1559,48.1131,45.4619,59.5934,55.5051,11.8797,6.0784
Task_7,Marker_9_Z,Position_Range,66.6717,66.9676,72.1788,82.8094,79.9053,10.0279,7.3912
Task_7,Marker_10_X,Position_Range,49.9621,54.2548,23.3511,37.7040,57.5056,31.4932,14.0320
Task_7,Marker_10_Y,Position_Range,67.6165,68.4230,61.3996,78.3990,75.1872,9.5385,6.6965
Task_7,Marker_10_Z,Position_Range,83.5629,80.1320,91.8742,103.9562,98.7127,10.9037,9.9930
Task_7,Marker_11_X,Position_Range,17.4844,14.2776,15.9816,16.5381,15.2673,7.6698,1.2202
Task_7,Marker_11_Y,Position_Range,21.5899,18.2481,20.5944,18.2841,16.6682,10.3968,1.9834
Task_7,Marker_11_Z,Position_Range,39.6356,40.2410,35.1273,32.8888,30.6063,11.7419,4.1919
Task_7,Marker_12_X,Position_Range,22.2023,22.6101,19.1930,15.1031,19.8799,15.1750,3.0043
Task_7,Marker_12_Y,Position_Range,54.2361,51.8365,51.9260,47.8196,49.8241,4.7351,2.4210
Task_7,Marker_12_Z,Position_Range,62.6791,58.6417,58.1731,57.2214,57.0624,3.8966,2.2895
Task_7,Marker_13_X,Position_Range,46.1111,46.3431,40.1057,33.2025,41.6424,12.9559,5.3742
Task_7,Marker_13_Y,Position_Range,78.9997,80.2637,76.2018,71.4462,74.1253,4.6972,3.5796
Task_7,Marker_13_Z,Position_Range,81.3703,74.7062,79.1150,77.6602,77.6737,3.1111,2.4299
Task_7,Marker_14_X,Position_Range,13.6656,17.5978,21.2099,21.9923,22.6914,19.4192,3.7734
Task_7,Marker_14_Y,Position_Range,7.3048,6.2034,32.2381,37.3848,31.5446,65.1733,14.9476
Task_7,Marker_14_Z,Position_Range,10.4677,12.8431,34.2526,34.5796,42.2743,53.1621,14.2918
Task_7,Marker_15_X,Position_Range,18.6771,24.8697,23.6246,24.7356,25.7669,11.9827,2.8201
Task_7,Marker_15_Y,Position_Range,31.2308,26.4963,53.6045,61.1644,56.8375,34.5357,15.8404
Task_7,Marker_15_Z,Position_Range,24.8621,22.0652,50.1041,49.1931,62.2107,41.8336,17.4392
Task_7,Marker_16_X,Position_Range,15.7667,24.0055,27.1948,30.6530,30.4347,23.9652,6.1377
Task_7,Marker_16_Y,Position_Range,55.1977,53.4554,69.3009,80.9510,77.1475,18.6046,12.5042
Task_7,Marker_16_Z,Position_Range,33.9479,37.4941,64.9406,64.1078,79.3178,34.8126,19.4817
Task_7,Marker_17_X,Position_Range,14.0673,9.3240,7.3174,6.1888,5.6093,40.2224,3.4195
Task_7,Marker_17_Y,Position_Range,8.8286,13.0207,6.9121,3.7174,2.3435,60.9406,4.2442
Task_7,Marker_17_Z,Position_Range,22.4145,19.4837,20.8811,17.5896,9.8321,27.2780,4.9210
Task_7,Marker_18_X,Position_Range,21.6172,14.1928,11.9444,8.8660,8.5091,40.9927,5.3397
Task_7,Marker_18_Y,Position_Range,25.8768,27.7220,9.9516,6.5796,4.2995,74.4262,11.0790
Task_7,Marker_18_Z,Position_Range,48.2284,41.1386,43.3332,36.0269,19.4324,29.4377,11.0780
Task_7,Marker_19_X,Position_Range,28.9345,25.9002,7.6495,7.2772,8.6246,68.7753,10.7820
Task_7,Marker_19_Y,Position_Range,61.9300,63.3584,23.1482,18.1838,4.0605,78.9619,26.9546
Task_7,Marker_19_Z,Position_Range,72.9706,54.6738,62.9385,54.4481,29.4654,29.3476,16.1116
Task_7,Marker_20_X,Position_Range,3.8073,3.7943,2.5952,2.0951,1.0862,43.4321,1.1621
Task_7,Marker_20_Y,Position_Range,1.6474,2.3547,1.7091,1.9755,1.1280,25.6014,0.4513
Task_7,Marker_20_Z,Position_Range,3.1708,4.0090,3.1035,2.7043,1.8819,26.0037,0.7733
Task_7,Marker_21_X,Position_Range,3.5350,3.3777,3.0630,2.6558,0.9132,39.0781,1.0586
Task_7,Marker_21_Y,Position_Range,3.3523,2.9940,3.3884,3.2347,0.9778,36.7251,1.0244
Task_7,Marker_21_Z,Position_Range,0.3141,0.3337,0.1512,0.2066,0.1848,34.0632,0.0811
Task_7,Marker_22_X,Position_Range,1.2838,0.7078,1.5013,1.7451,0.9729,33.1899,0.4123
Task_7,Marker_22_Y,Position_Range,1.2437,1.2340,1.1871,1.5290,1.5571,13.1551,0.1776
Task_7,Marker_22_Z,Position_Range,0.4377,0.3440,0.3467,0.4589,0.4686,14.8652,0.0611
Task_7,Marker_23_X,Position_Range,2.8358,2.8781,1.8446,1.9930,1.1786,33.4550,0.7180
Task_7,Marker_23_Y,Position_Range,3.6127,3.3030,3.1993,2.8176,1.4542,29.3598,0.8448
Task_7,Marker_23_Z,Position_Range,0.2949,0.1546,0.2884,0.3909,0.3249,29.6755,0.0863
